         1870596 function calls (1843851 primitive calls) in 34.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      461    0.000    0.000    0.003    0.000 core.py:522(copy)
      392    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _secondary_axes.py:1(<module>)
     8593    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.003    0.001 axis.py:869(clear)
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
  1750/30    0.001    0.000    0.003    0.000 copy.py:128(deepcopy)
       10    0.000    0.000    0.003    0.000 Image.py:348(preinit)
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
     7190    0.003    0.000    0.003    0.000 {method 'expandtabs' of 'str' objects}
   120/30    0.000    0.000    0.003    0.000 copy.py:227(_deepcopy_dict)
       18    0.000    0.000    0.003    0.000 ticker.py:2169(__call__)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      314    0.001    0.000    0.003    0.000 path.py:99(__init__)
     7441    0.003    0.000    0.003    0.000 {built-in method numpy.asarray}
     1972    0.002    0.000    0.003    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.003    0.003 __init__.py:2861(create_image)
        1    0.000    0.000    0.003    0.003 __init__.py:2841(_create)
     1323    0.000    0.000    0.003    0.000 {method 'all' of 'numpy.ndarray' objects}
      226    0.001    0.000    0.003    0.000 _compiler.py:511(_compile_info)
      390    0.001    0.000    0.003    0.000 artist.py:180(__init__)
      847    0.002    0.000    0.003    0.000 transforms.py:1985(rotate)
        3    0.000    0.000    0.003    0.001 version.py:1(<module>)
    53554    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
     1228    0.001    0.000    0.003    0.000 transforms.py:1859(transform_affine)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
     62/9    0.000    0.000    0.003    0.000 core.py:3751(leave_whitespace)
      424    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:169(__enter__)
     2214    0.002    0.000    0.003    0.000 cbook.py:2063(_setattr_cm)
     8505    0.002    0.000    0.003    0.000 _parser.py:168(__getitem__)
     7674    0.002    0.000    0.002    0.000 __init__.py:694(_get)
       18    0.000    0.000    0.002    0.000 ticker.py:2173(tick_values)
      409    0.000    0.000    0.002    0.000 rcsetup.py:332(validate_color)
       17    0.000    0.000    0.002    0.000 typing.py:2910(__new__)
     1127    0.001    0.000    0.002    0.000 {method 'format' of 'str' objects}
     4166    0.001    0.000    0.002    0.000 transforms.py:158(invalidate)
        1    0.000    0.000    0.002    0.002 _mathtext.py:1(<module>)
        1    0.000    0.000    0.002    0.002 backend_tools.py:1(<module>)
   133/64    0.000    0.000    0.002    0.000 core.py:3843(copy)
        2    0.000    0.000    0.002    0.001 axis.py:1133(set_clip_path)
        1    0.000    0.000    0.002    0.002 socket.py:1(<module>)
        2    0.000    0.000    0.002    0.001 axis.py:779(_set_scale)
        1    0.000    0.000    0.002    0.002 __init__.py:244(_check_versions)
        1    0.000    0.000    0.002    0.002 backend_qtagg.py:1(<module>)
        1    0.000    0.000    0.002    0.002 platform.py:1(<module>)
        2    0.000    0.000    0.002    0.001 scale.py:103(set_default_locators_and_formatters)
        3    0.000    0.000    0.002    0.001 spines.py:142(get_window_extent)
    41732    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      513    0.000    0.000    0.002    0.000 colors.py:221(is_color_like)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
      111    0.000    0.000    0.002    0.000 rcsetup.py:99(f)
     5600    0.001    0.000    0.002    0.000 _parser.py:261(get)
      744    0.001    0.000    0.002    0.000 functools.py:35(update_wrapper)
     1574    0.001    0.000    0.002    0.000 transforms.py:2040(translate)
        1    0.000    0.000    0.002    0.002 axis.py:2394(_update_label_position)
       18    0.000    0.000    0.002    0.000 ticker.py:2100(_raw_ticks)
      554    0.001    0.000    0.002    0.000 typing.py:168(_type_check)
    10895    0.002    0.000    0.002    0.000 transforms.py:113(__init__)
        3    0.000    0.000    0.002    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 qt_compat.py:1(<module>)
       22    0.000    0.000    0.002    0.000 core.py:4930(parseImpl)
        1    0.000    0.000    0.002    0.002 cbook.py:1(<module>)
        4    0.000    0.000    0.002    0.001 qt_compat.py:66(_setup_pyqt5plus)
     1323    0.000    0.000    0.002    0.000 _methods.py:61(_all)
      519    0.001    0.000    0.002    0.000 enum.py:367(__setitem__)
        1    0.000    0.000    0.002    0.002 dates.py:1(<module>)
       17    0.000    0.000    0.002    0.000 typing.py:2891(_make_nmtuple)
        2    0.000    0.000    0.002    0.001 ticker.py:447(__init__)
      278    0.000    0.000    0.002    0.000 overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
 1427/463    0.002    0.000    0.002    0.000 _parser.py:178(getwidth)
       47    0.000    0.000    0.002    0.000 text.py:157(_reset_visual_defaults)
   133/64    0.000    0.000    0.002    0.000 core.py:3846(<listcomp>)
        2    0.000    0.000    0.002    0.001 ticker.py:559(set_useMathText)
        1    0.000    0.000    0.002    0.002 pyplot.py:3586(legend)
        1    0.000    0.000    0.002    0.002 _axes.py:223(legend)
      379    0.002    0.000    0.002    0.000 std.py:400(format_interval)
      291    0.000    0.000    0.002    0.000 backend_bases.py:635(new_gc)
      242    0.000    0.000    0.002    0.000 font_manager.py:906(copy)
       13    0.000    0.000    0.002    0.000 __init__.py:1714(configure)
        7    0.000    0.000    0.002    0.000 enum.py:895(_convert_)
       13    0.000    0.000    0.002    0.000 __init__.py:1701(_configure)
      878    0.001    0.000    0.002    0.000 _ufunc_config.py:452(_no_nep50_warning)
       32    0.000    0.000    0.002    0.000 colors.py:1048(from_list)
      523    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       62    0.000    0.000    0.002    0.000 core.py:3759(<listcomp>)
        9    0.000    0.000    0.002    0.000 axis.py:1532(get_minorticklocs)
        2    0.000    0.000    0.002    0.001 __init__.py:12(__getattr__)
     5120    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
        1    0.000    0.000    0.002    0.002 units.py:1(<module>)
      291    0.001    0.000    0.002    0.000 backend_bases.py:711(__init__)
      861    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.002    0.002 _tricontour.py:1(<module>)
     2679    0.001    0.000    0.002    0.000 cbook.py:405(_strip_comment)
      258    0.000    0.000    0.002    0.000 _base.py:1174(_set_artist_props)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
      564    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
    38/18    0.000    0.000    0.002    0.000 core.py:4512(parseImpl)
      241    0.000    0.000    0.002    0.000 rcsetup.py:304(validate_color_for_prop_cycle)
      118    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
 1867/297    0.000    0.000    0.002    0.000 <frozen abc>:121(__subclasscheck__)
       35    0.000    0.000    0.002    0.000 rcsetup.py:118(<listcomp>)
      255    0.000    0.000    0.002    0.000 path.py:470(cleaned)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
       16    0.000    0.000    0.002    0.000 ImageTk.py:165(paste)
        1    0.000    0.000    0.002    0.002 legend.py:354(__init__)
        7    0.000    0.000    0.002    0.000 core.py:2768(__init__)
      338    0.002    0.000    0.002    0.000 {built-in method _imp.source_hash}
 1867/297    0.001    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
     1275    0.001    0.000    0.002    0.000 bezier.py:203(<listcomp>)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
       24    0.001    0.000    0.002    0.000 util.py:186(_collapse_string_to_ranges)
    26/14    0.000    0.000    0.002    0.000 core.py:4242(parseImpl)
    45/12    0.000    0.000    0.002    0.000 typing.py:1403(__getitem__)
      392    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
       18    0.000    0.000    0.002    0.000 rcsetup.py:690(cycler)
      452    0.001    0.000    0.002    0.000 enum.py:1525(__and__)
        1    0.000    0.000    0.002    0.002 version.py:161(Version)
       53    0.000    0.000    0.002    0.000 util.py:240(replaced_by_pep8)
     4512    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.002    0.002 core.py:394(ParserElement)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
      351    0.000    0.000    0.002    0.000 inspect.py:782(_finddoc)
      202    0.001    0.000    0.002    0.000 _compiler.py:243(_optimize_charset)
     1275    0.001    0.000    0.002    0.000 bezier.py:283(axis_aligned_extrema)
        1    0.000    0.000    0.002    0.002 backend_gtk4agg.py:1(<module>)
      255    0.001    0.000    0.002    0.000 shape_base.py:219(vstack)
     2205    0.001    0.000    0.002    0.000 colors.py:216(_is_nth_color)
     1970    0.001    0.000    0.002    0.000 typing.py:1320(__setattr__)
       33    0.000    0.000    0.002    0.000 lines.py:743(draw)
    19829    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.002    0.001 cbook.py:35(_get_running_interactive_framework)
      437    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
     6834    0.002    0.000    0.002    0.000 _parser.py:240(__next)
     2036    0.001    0.000    0.002    0.000 {built-in method builtins.max}
       16    0.000    0.000    0.002    0.000 ImageTk.py:62(_pyimagingtkcall)
      483    0.000    0.000    0.002    0.000 artist.py:103(_stale_axes_callback)
        1    0.000    0.000    0.002    0.002 axes3d.py:40(Axes3D)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 context.py:70(RLock)
      605    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 rrule.py:1(<module>)
       20    0.000    0.000    0.002    0.000 core.py:5040(parseImpl)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
      779    0.001    0.000    0.001    0.000 transforms.py:368(bounds)
        3    0.001    0.000    0.001    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
      467    0.001    0.000    0.001    0.000 fromnumeric.py:71(_wrapreduction)
        9    0.000    0.000    0.001    0.000 axis.py:1528(get_majorticklocs)
       58    0.000    0.000    0.001    0.000 core.py:3066(parseImpl)
        1    0.000    0.000    0.001    0.001 legend.py:851(_init_legend_box)
      678    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1221(wrap)
        2    0.000    0.000    0.001    0.001 backend_bases.py:2932(_wait_cursor_for_draw_cm)
      317    0.000    0.000    0.001    0.000 function_base.py:497(add_newdoc)
        2    0.000    0.000    0.001    0.001 dataclasses.py:884(_process_class)
        2    0.000    0.000    0.001    0.001 _backend_tk.py:432(set_cursor)
      272    0.001    0.000    0.001    0.000 transforms.py:1097(__init__)
      289    0.000    0.000    0.001    0.000 transforms.py:795(unit)
     1228    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
        9    0.001    0.000    0.001    0.000 enum.py:1668(convert_class)
     6348    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      443    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     2653    0.001    0.000    0.001    0.000 __init__.py:99(check_in_list)
     1129    0.001    0.000    0.001    0.000 std.py:231(__call__)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _axes.py:2273(_convert_dx)
      255    0.000    0.000    0.001    0.000 transforms.py:859(update_from_path)
        1    0.000    0.000    0.001    0.001 font_manager.py:1570(_load_fontmanager)
     6882    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _monitor.py:30(__init__)
      606    0.000    0.000    0.001    0.000 __init__.py:163(match)
        6    0.000    0.000    0.001    0.000 _axes.py:2316(<listcomp>)
    31741    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
    70/64    0.000    0.000    0.001    0.000 _base.py:836(_unstale_viewLim)
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:1(<module>)
       67    0.000    0.000    0.001    0.000 colors.py:1101(reversed)
     1042    0.001    0.000    0.001    0.000 {built-in method builtins.any}
     8438    0.001    0.000    0.001    0.000 enum.py:1095(__new__)
     12/6    0.000    0.000    0.001    0.000 functools.py:981(__get__)
      238    0.001    0.000    0.001    0.000 cbook.py:1795(normalize_kwargs)
        1    0.000    0.000    0.001    0.001 threading.py:945(start)
        6    0.000    0.000    0.001    0.000 core.py:3055(re_match)
       71    0.000    0.000    0.001    0.000 deprecation.py:260(rename_parameter)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        6    0.000    0.000    0.001    0.000 core.py:3045(re)
        2    0.000    0.000    0.001    0.001 core.py:5932(srange)
      861    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
4230/4166    0.001    0.000    0.001    0.000 transforms.py:167(_invalidate_internal)
        1    0.000    0.000    0.001    0.001 threading.py:611(wait)
       44    0.000    0.000    0.001    0.000 text.py:194(update)
        1    0.000    0.000    0.001    0.001 threading.py:295(wait)
      392    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        4    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
      193    0.001    0.000    0.001    0.000 std.py:102(acquire)
        1    0.000    0.000    0.001    0.001 _char_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 font_manager.py:975(json_load)
      709    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
